filename,width,height,class,x1,y1,x2,y2
990.jpg,800,600,10,0,0,800,600
900.jpg,180,140,10,0,0,180,140
916.jpg,389,300,10,0,0,389,300
996.jpg,450,367,10,0,0,450,367
14764.jpg,378,352,10,330,60,708,412
13751.jpg,284,204,10,8,136,292,340
982.jpg,231,200,10,0,0,231,200
936.jpg,160,138,10,0,0,160,138
16190.jpg,257,217,10,5,24,262,241
938.jpg,160,122,10,0,0,160,122
968.jpg,276,230,10,0,19,276,249
991.jpg,202,176,10,20,18,222,194
971.jpg,353,238,10,52,110,405,348
907.jpg,195,180,10,0,0,195,180
15695.jpg,327,323,10,36,33,363,356
10836.jpg,452,337,10,25,3,477,340
974.jpg,208,131,10,10,19,218,150
15614.jpg,469,365,10,121,36,590,401
952.jpg,180,140,10,0,0,180,140
913.jpg,345,277,10,105,61,450,338
954.jpg,138,147,10,0,0,138,147
901.jpg,198,163,10,0,19,198,182
989.jpg,520,390,10,0,0,520,390
961.jpg,109,86,10,29,25,138,111
11616.jpg,182,182,10,13,142,195,324
912.jpg,201,200,10,0,0,201,200
9297.jpg,372,323,10,40,16,412,339
15051.jpg,442,342,10,108,51,550,393
985.jpg,477,367,10,34,29,511,396
932.jpg,250,190,10,0,60,250,250
904.jpg,247,183,10,0,0,247,183
10948.jpg,355,465,10,0,15,355,480
967.jpg,540,330,10,0,0,540,330
937.jpg,400,345,10,0,0,400,345
972.jpg,188,141,10,0,0,188,141
992.jpg,207,178,10,18,17,225,195
915.jpg,281,234,10,33,42,314,276
903.jpg,150,143,10,43,25,193,168
927.jpg,204,201,10,6,8,210,209
963.jpg,215,188,10,35,0,250,188
914.jpg,208,210,10,45,0,253,210
910.jpg,197,165,10,19,0,216,165
933.jpg,250,188,10,0,0,250,188
934.jpg,200,154,10,0,32,200,186
15773.jpg,291,325,10,306,94,597,419
931.jpg,300,184,10,0,49,300,233
995.jpg,345,292,10,0,53,345,345
14769.jpg,422,392,10,43,83,465,475
11112.jpg,430,349,10,0,0,430,349
950.jpg,210,138,10,0,6,210,144
923.jpg,591,480,10,49,0,640,480
944.jpg,183,153,10,30,12,213,165
925.jpg,210,149,10,0,54,210,203
980.jpg,160,132,10,0,0,160,132
926.jpg,161,154,10,43,9,204,163
14264.jpg,153,148,10,0,4,153,152
10636.jpg,438,343,10,42,0,480,343
16631.jpg,288,295,10,10,46,298,341
984.jpg,357,345,10,163,0,520,345
921.jpg,137,98,10,10,8,147,106
919.jpg,312,237,10,0,26,312,263
930.jpg,240,183,10,0,9,240,192
13784.jpg,421,331,10,55,47,476,378
13791.jpg,310,202,10,30,0,340,202
939.jpg,220,148,10,0,33,220,181
908.jpg,182,166,10,16,0,198,166
911.jpg,160,117,10,0,3,160,120
973.jpg,308,240,10,12,0,320,240
929.jpg,224,167,10,0,49,224,216
922.jpg,139,90,10,12,33,151,123
965.jpg,134,114,10,21,32,155,146
11615.jpg,198,213,10,3,114,201,327
10851.jpg,267,321,10,0,82,267,403
14763.jpg,370,400,10,95,12,465,412
987.jpg,168,142,10,29,16,197,158
981.jpg,160,132,10,0,0,160,132
10869.jpg,351,458,10,7,22,358,480
941.jpg,220,163,10,0,25,220,188
905.jpg,207,162,10,21,12,228,174
946.jpg,200,233,10,0,0,200,233
15833.jpg,338,269,10,20,181,358,450
10870.jpg,360,431,10,0,25,360,456
10899.jpg,360,329,10,0,81,360,410
924.jpg,131,102,10,17,18,148,120
11220.jpg,423,336,10,36,12,459,348
994.jpg,222,199,10,78,18,300,217
943.jpg,225,188,10,0,0,225,188
14768.jpg,414,326,10,66,65,480,391
1019.jpg,230,228,11,0,12,230,240
1014.jpg,244,233,11,2,3,246,236
16731.jpg,400,296,11,17,3,417,299
1036.jpg,350,262,11,0,0,350,262
1010.jpg,327,260,11,4,6,331,266
1069.jpg,500,318,11,0,57,500,375
16795.jpg,313,226,11,45,23,358,249
1034.jpg,244,177,11,6,0,250,177
1061.jpg,187,138,11,5,9,192,147
1007.jpg,220,150,11,0,0,220,150
1043.jpg,450,337,11,0,0,450,337
1098.jpg,540,448,11,38,24,578,472
1022.jpg,169,134,11,0,6,169,140
1001.jpg,212,179,11,19,13,231,192
1040.jpg,225,163,11,16,12,241,175
1052.jpg,450,287,11,0,13,450,300
1065.jpg,352,264,11,0,0,352,264
1058.jpg,162,111,11,15,21,177,132
1029.jpg,325,272,11,0,2,325,274
1018.jpg,307,263,11,19,3,326,266
1038.jpg,197,142,11,3,0,200,142
1048.jpg,350,263,11,0,0,350,263
1085.jpg,320,240,11,0,0,320,240
1000.jpg,225,197,11,11,6,236,203
1062.jpg,240,184,11,11,2,251,186
1030.jpg,180,135,11,0,0,180,135
1066.jpg,228,216,11,0,4,228,220
16774.jpg,518,408,11,50,50,568,458
16751.jpg,398,330,11,3,30,401,360
1041.jpg,286,224,11,0,16,286,240
1037.jpg,400,275,11,0,0,400,275
1057.jpg,594,405,11,18,45,612,450
1003.jpg,200,185,11,0,0,200,185
1002.jpg,164,139,11,14,5,178,144
1028.jpg,300,239,11,0,0,300,239
1063.jpg,512,413,11,68,37,580,450
1017.jpg,262,234,11,0,6,262,240
1020.jpg,244,188,11,6,0,250,188
1053.jpg,274,212,11,0,44,274,256
1056.jpg,276,222,11,3,9,279,231
1005.jpg,230,174,11,0,27,230,201
1011.jpg,94,104,11,0,22,94,126
1082.jpg,234,179,11,21,4,255,183
1032.jpg,182,139,11,12,8,194,147
1076.jpg,336,269,11,9,0,345,269
16752.jpg,417,306,11,1,45,418,351
1012.jpg,168,124,11,2,0,170,124
1006.jpg,262,214,11,28,14,290,228
16746.jpg,481,387,11,60,9,541,396
16735.jpg,301,268,11,78,62,379,330
1078.jpg,200,138,11,0,8,200,146
1059.jpg,166,132,11,14,10,180,142
1070.jpg,207,148,11,9,14,216,162
1009.jpg,340,255,11,0,0,340,255
1095.jpg,314,214,11,6,18,320,232
1097.jpg,273,208,11,12,12,285,220
1060.jpg,301,231,11,0,0,301,231
1086.jpg,264,213,11,16,6,280,219
1087.jpg,320,240,11,0,0,320,240
1064.jpg,387,312,11,9,0,396,312
1092.jpg,207,169,11,13,6,220,175
1004.jpg,199,152,11,16,0,215,152
1083.jpg,242,181,11,17,3,259,184
1072.jpg,200,130,11,0,0,200,130
1033.jpg,182,136,11,13,12,195,148
1044.jpg,240,217,11,0,31,240,248
1055.jpg,189,134,11,4,14,193,148
1016.jpg,220,186,11,0,11,220,197
1035.jpg,250,180,11,0,0,250,180
1025.jpg,263,297,11,0,15,263,312
1080.jpg,220,180,11,0,0,220,180
1094.jpg,422,292,11,13,0,435,292
1067.jpg,188,160,11,0,0,188,160
1045.jpg,185,109,11,15,18,200,127
16744.jpg,636,476,11,1,2,637,478
1008.jpg,200,150,11,0,0,200,150
1047.jpg,175,130,11,18,12,193,142
16786.jpg,505,338,11,1,0,506,338
1015.jpg,300,310,11,0,90,300,400
1024.jpg,172,136,11,0,1,172,137
1091.jpg,640,467,11,0,1,640,468
1077.jpg,208,152,11,35,36,243,188
1096.jpg,360,363,11,0,75,360,438
1088.jpg,800,600,11,0,0,800,600
1031.jpg,202,160,11,41,2,243,162
1023.jpg,300,240,11,20,0,320,240
1075.jpg,600,450,11,0,0,600,450
1027.jpg,243,182,11,0,0,243,182
1071.jpg,170,137,11,0,0,170,137
13020.jpg,195,203,12,15,90,210,293
13028.jpg,283,245,12,55,33,338,278
10968.jpg,444,360,12,36,0,480,360
1116.jpg,484,351,12,90,90,574,441
13226.jpg,197,162,12,165,160,362,322
1130.jpg,233,171,12,0,6,233,177
13018.jpg,153,122,12,110,13,263,135
6970.jpg,262,257,12,1,88,263,345
1175.jpg,258,146,12,32,42,290,188
1100.jpg,257,157,12,13,30,270,187
13006.jpg,341,282,12,30,6,371,288
6918.jpg,474,480,12,0,0,474,480
1155.jpg,95,78,12,33,42,128,120
1163.jpg,439,315,12,0,0,439,315
13004.jpg,355,264,12,20,27,375,291
14511.jpg,302,286,12,260,146,562,432
1129.jpg,190,138,12,10,0,200,138
13026.jpg,240,235,12,0,78,240,313
14614.jpg,291,299,12,140,131,431,430
14724.jpg,153,146,12,104,92,257,238
13986.jpg,596,480,12,0,0,596,480
1128.jpg,223,175,12,15,0,238,175
13030.jpg,407,334,12,16,1,423,335
15928.jpg,300,295,12,300,20,600,315
1103.jpg,228,160,12,12,17,240,177
1106.jpg,311,142,12,0,45,311,187
1198.jpg,209,194,12,140,22,349,216
1168.jpg,570,368,12,8,90,578,458
1174.jpg,308,208,12,0,12,308,220
13011.jpg,310,294,12,0,0,310,294
6904.jpg,195,132,12,20,147,215,279
13010.jpg,368,300,12,8,0,376,300
14557.jpg,325,305,12,135,216,460,521
1159.jpg,91,69,12,50,20,141,89
13029.jpg,231,213,12,0,54,231,267
1109.jpg,179,121,12,7,17,186,138
1189.jpg,298,240,12,16,0,314,240
10969.jpg,267,422,12,0,58,267,480
1118.jpg,467,306,12,81,78,548,384
1166.jpg,98,84,12,34,38,132,122
1125.jpg,230,179,12,17,0,247,179
14700.jpg,323,281,12,233,197,556,478
1165.jpg,200,182,12,0,14,200,196
14718.jpg,186,182,12,0,46,186,228
9158.jpg,240,267,12,84,67,324,334
12992.jpg,342,273,12,55,15,397,288
12996.jpg,757,372,12,31,86,788,458
1132.jpg,171,128,12,0,70,171,198
11066.jpg,314,295,12,70,27,384,322
14507.jpg,324,318,12,236,162,560,480
14622.jpg,236,246,12,160,208,396,454
13005.jpg,341,278,12,41,7,382,285
1160.jpg,243,171,12,7,0,250,171
14610.jpg,435,441,12,3,60,438,501
13016.jpg,290,233,12,91,67,381,300
12998.jpg,228,219,12,36,0,264,219
14608.jpg,334,323,12,96,165,430,488
1134.jpg,196,120,12,4,8,200,128
11127.jpg,348,309,12,64,39,412,348
13034.jpg,265,199,12,79,65,344,264
1136.jpg,247,190,12,59,49,306,239
13027.jpg,293,163,12,77,99,370,262
13021.jpg,177,138,12,265,130,442,268
1145.jpg,279,191,12,0,7,279,198
7011.jpg,337,192,12,69,9,406,201
1148.jpg,192,96,12,9,15,201,111
1115.jpg,487,325,12,69,85,556,410
13000.jpg,368,264,12,12,11,380,275
1178.jpg,240,272,12,0,48,240,320
14509.jpg,276,312,12,26,90,302,402
1169.jpg,420,325,12,93,84,513,409
1140.jpg,181,197,12,46,10,227,207
1162.jpg,139,115,12,66,50,205,165
14649.jpg,544,480,12,44,0,588,480
1195.jpg,229,168,12,0,57,229,225
94.jpg,292,276,12,90,39,382,315
14555.jpg,302,305,12,221,258,523,563
1104.jpg,219,142,12,15,21,234,163
14568.jpg,106,115,12,79,98,185,213
13002.jpg,269,290,12,16,6,285,296
1121.jpg,215,162,12,0,0,215,162
11447.jpg,288,270,12,0,97,288,367
13019.jpg,196,203,12,290,100,486,303
12997.jpg,764,594,12,36,6,800,600
14029.jpg,712,403,12,28,58,740,461
1191.jpg,200,150,12,0,0,200,150
12995.jpg,394,201,12,65,68,459,269
1153.jpg,203,211,12,18,18,221,229
14541.jpg,312,288,12,293,160,605,448
1113.jpg,522,303,12,34,102,556,405
1135.jpg,200,150,12,0,0,200,150
13031.jpg,192,168,12,4,62,196,230
11069.jpg,309,261,12,51,84,360,345
1158.jpg,300,240,12,20,0,320,240
1185.jpg,389,319,12,0,66,389,385
14506.jpg,256,258,12,140,206,396,464
1110.jpg,410,226,12,42,55,452,281
1105.jpg,220,173,12,0,26,220,199
6958.jpg,419,375,12,75,0,494,375
1117.jpg,563,359,12,34,65,597,424
1150.jpg,218,170,12,28,0,246,170
1182.jpg,296,210,12,1,4,297,214
14612.jpg,380,219,12,406,6,786,225
1199.jpg,276,210,12,41,0,317,210
7160.jpg,185,168,12,363,249,548,417
7160.jpg,133,159,12,122,212,255,371
14549.jpg,345,237,12,248,196,593,433
1127.jpg,247,182,12,1,1,248,183
13014.jpg,389,300,12,3,0,392,300
13961.jpg,289,228,12,112,64,401,292
13961.jpg,335,273,12,93,272,428,545
15117.jpg,308,325,12,332,51,640,376
15117.jpg,316,320,12,40,62,356,382
1149.jpg,174,148,12,28,132,202,280
14421.jpg,112,96,12,124,106,236,202
1152.jpg,140,157,12,76,16,216,173
1180.jpg,277,231,12,13,0,290,231
12993.jpg,250,207,12,112,40,362,247
14504.jpg,272,284,12,48,156,320,440
1120.jpg,350,263,12,0,0,350,263
13024.jpg,291,323,12,160,52,451,375
9287.jpg,235,216,12,6,135,241,351
13033.jpg,182,156,12,56,26,238,182
11067.jpg,297,275,12,82,46,379,321
11595.jpg,347,252,12,7,109,354,361
11448.jpg,288,363,12,0,54,288,417
13001.jpg,336,284,12,30,8,366,292
54.jpg,244,307,12,6,102,250,409
1111.jpg,460,351,12,100,78,560,429
1107.jpg,204,140,12,18,25,222,165
1181.jpg,260,221,12,13,0,273,221
7014.jpg,152,217,12,37,41,189,258
1137.jpg,229,190,12,0,60,229,250
13013.jpg,329,299,12,39,1,368,300
1187.jpg,236,209,12,0,76,236,285
14415.jpg,136,121,12,20,79,156,200
1161.jpg,384,314,12,98,56,482,370
1141.jpg,237,102,12,0,63,237,165
14423.jpg,125,133,12,49,74,174,207
13025.jpg,282,231,12,58,45,340,276
1167.jpg,274,224,12,0,86,274,310
1124.jpg,250,188,12,0,0,250,188
1151.jpg,210,172,12,40,0,250,172
14627.jpg,320,268,12,256,146,576,414
11456.jpg,427,347,12,0,1,427,348
12999.jpg,328,292,12,47,5,375,297
13023.jpg,358,210,12,3,208,361,418
1190.jpg,240,206,12,15,4,255,210
13009.jpg,340,292,12,44,5,384,297
1114.jpg,218,208,12,28,4,246,212
1119.jpg,374,233,12,18,25,392,258
1164.jpg,314,215,12,0,66,314,281
13017.jpg,432,315,12,0,0,432,315
1144.jpg,398,247,12,82,72,480,319
13008.jpg,331,250,12,32,47,363,297
14617.jpg,272,225,12,181,106,453,331
6955.jpg,191,97,12,309,159,500,256
6955.jpg,283,205,12,158,170,441,375
13994.jpg,240,245,12,232,252,472,497
13994.jpg,218,252,12,76,356,294,608
14727.jpg,170,161,12,92,79,262,240
14604.jpg,437,354,12,33,246,470,600
13007.jpg,384,296,12,8,1,392,297
1133.jpg,137,121,12,24,20,161,141
1131.jpg,232,215,12,126,46,358,261
1154.jpg,217,156,12,13,52,230,208
1176.jpg,327,297,12,165,80,492,377
1147.jpg,234,218,12,7,42,241,260
13012.jpg,361,295,12,18,5,379,300
1101.jpg,468,367,12,92,45,560,412
1170.jpg,316,250,12,181,138,497,388
9290.jpg,334,284,12,72,46,406,330
1143.jpg,190,190,12,27,97,217,287
95.jpg,288,294,12,72,33,360,327
1156.jpg,400,291,12,0,5,400,296
13679.jpg,635,492,12,106,23,741,515
6952.jpg,348,291,12,7,9,355,300
14620.jpg,234,274,12,54,142,288,416
1193.jpg,184,166,12,6,22,190,188
1210.jpg,170,116,13,15,14,185,130
1245.jpg,240,138,13,0,6,240,144
16429.jpg,286,324,13,340,68,626,392
1225.jpg,294,240,13,18,0,312,240
1264.jpg,200,121,13,0,10,200,131
10935.jpg,360,372,13,0,108,360,480
1299.jpg,457,356,13,29,19,486,375
1201.jpg,389,242,13,34,89,423,331
1276.jpg,320,240,13,0,0,320,240
1259.jpg,292,208,13,18,24,310,232
1275.jpg,192,274,13,0,0,192,274
1244.jpg,147,110,13,29,10,176,120
14614.jpg,235,202,13,18,283,253,485
1295.jpg,300,160,13,0,0,300,160
1212.jpg,226,195,13,20,37,246,232
1222.jpg,202,224,13,0,6,202,230
1256.jpg,336,362,13,0,0,336,362
1296.jpg,365,256,13,19,25,384,281
1223.jpg,163,156,13,27,0,190,156
1208.jpg,319,200,13,20,100,339,300
10761.jpg,358,415,13,0,63,358,478
1217.jpg,216,174,13,62,8,278,182
14296.jpg,364,378,13,221,0,585,378
1285.jpg,270,165,13,0,38,270,203
1289.jpg,346,230,13,0,0,346,230
1281.jpg,294,179,13,26,81,320,260
1224.jpg,280,222,13,16,18,296,240
14845.jpg,263,651,13,39,73,302,724
1209.jpg,155,88,13,29,31,184,119
16441.jpg,322,178,13,154,97,476,275
16441.jpg,323,220,13,18,229,341,449
10700.jpg,360,420,13,0,36,360,456
1254.jpg,430,190,13,0,60,430,250
1257.jpg,308,230,13,2,4,310,234
1252.jpg,415,322,13,176,184,591,506
14278.jpg,195,228,13,195,164,390,392
1249.jpg,243,158,13,0,133,243,291
1246.jpg,153,135,13,7,0,160,135
1205.jpg,142,94,13,0,15,142,109
1278.jpg,279,208,13,0,5,279,213
10920.jpg,359,433,13,1,27,360,460
1211.jpg,310,248,13,81,47,391,295
1251.jpg,388,268,13,13,14,401,282
1265.jpg,232,216,13,44,10,276,226
13812.jpg,189,90,13,5,92,194,182
1202.jpg,178,112,13,59,46,237,158
1238.jpg,320,142,13,0,42,320,184
1240.jpg,327,185,13,0,26,327,211
1297.jpg,306,247,13,17,30,323,277
1231.jpg,646,524,13,94,22,740,546
1228.jpg,626,434,13,163,142,789,576
1241.jpg,200,150,13,0,0,200,150
1229.jpg,524,482,13,276,52,800,534
1233.jpg,530,429,13,240,75,770,504
1258.jpg,266,166,13,16,36,282,202
1268.jpg,363,249,13,52,31,415,280
1287.jpg,240,148,13,0,9,240,157
1226.jpg,640,467,13,0,13,640,480
1215.jpg,160,88,13,14,21,174,109
1291.jpg,461,401,13,0,43,461,444
1255.jpg,357,208,13,106,112,463,320
1218.jpg,156,175,13,36,11,192,186
1207.jpg,190,88,13,4,26,194,114
1216.jpg,246,200,13,39,0,285,200
1269.jpg,175,171,13,41,6,216,177
1293.jpg,314,162,13,6,30,320,192
1273.jpg,162,128,13,21,18,183,146
1279.jpg,355,154,13,0,0,355,154
10922.jpg,360,480,13,0,0,360,480
1248.jpg,584,476,13,98,16,682,492
1236.jpg,502,575,13,182,10,684,585
9347.jpg,186,102,13,138,193,324,295
1288.jpg,198,269,13,0,0,198,269
9174.jpg,273,388,13,9,72,282,460
1260.jpg,313,156,13,126,123,439,279
1203.jpg,264,214,13,16,26,280,240
1200.jpg,389,300,13,67,137,456,437
1271.jpg,228,204,13,12,52,240,256
1204.jpg,418,265,13,0,71,418,336
1237.jpg,259,135,13,32,78,291,213
1263.jpg,320,190,13,0,8,320,198
10705.jpg,360,417,13,0,63,360,480
1230.jpg,306,532,13,276,64,582,596
1253.jpg,519,474,13,144,68,663,542
1284.jpg,320,253,13,0,0,320,253
1221.jpg,196,168,13,46,72,242,240
10936.jpg,360,479,13,0,1,360,480
1280.jpg,207,193,13,0,44,207,237
1234.jpg,120,52,13,0,24,120,76
1270.jpg,737,428,13,40,48,777,476
1213.jpg,320,200,13,0,20,320,220
1250.jpg,363,298,13,16,8,379,306
16030.jpg,324,138,13,164,192,488,330
1262.jpg,379,184,13,84,113,463,297
1227.jpg,631,587,13,72,0,703,587
1220.jpg,320,196,13,0,24,320,220
1313.jpg,269,202,14,0,0,269,202
1356.jpg,283,177,14,7,7,290,184
1304.jpg,261,144,14,19,90,280,234
1344.jpg,237,116,14,0,98,237,214
1366.jpg,196,127,14,25,61,221,188
1388.jpg,320,196,14,0,10,320,206
1391.jpg,176,144,14,0,0,176,144
1335.jpg,130,152,14,29,0,159,152
1323.jpg,367,285,14,40,24,407,309
1389.jpg,317,266,14,28,8,345,274
1365.jpg,116,112,14,98,80,214,192
1310.jpg,504,374,14,96,272,600,646
1397.jpg,228,136,14,2,56,230,192
1324.jpg,236,167,14,55,7,291,174
1302.jpg,136,167,14,108,43,244,210
1380.jpg,244,208,14,30,0,274,208
1321.jpg,338,288,14,68,29,406,317
1370.jpg,199,288,14,39,33,238,321
1311.jpg,458,328,14,92,69,550,397
1318.jpg,300,225,14,0,0,300,225
1315.jpg,282,131,14,7,5,289,136
13703.jpg,210,188,14,42,171,252,359
1382.jpg,195,129,14,35,85,230,214
1354.jpg,121,104,14,25,4,146,108
1327.jpg,241,226,14,56,39,297,265
1364.jpg,75,90,14,79,73,154,163
1364.jpg,78,87,14,150,72,228,159
1364.jpg,83,85,14,1,69,84,154
1364.jpg,60,67,14,27,9,87,76
1364.jpg,59,65,14,85,19,144,84
1364.jpg,57,69,14,144,12,201,81
1342.jpg,237,163,14,40,21,277,184
1346.jpg,278,179,14,0,59,278,238
1399.jpg,380,198,14,67,192,447,390
1350.jpg,200,150,14,0,0,200,150
1352.jpg,134,111,14,0,39,134,150
1398.jpg,100,135,14,49,65,149,200
1333.jpg,188,152,14,10,98,198,250
1355.jpg,145,129,14,11,8,156,137
1307.jpg,551,452,14,110,54,661,506
1374.jpg,141,163,14,141,49,282,212
13962.jpg,59,74,14,68,114,127,188
13962.jpg,62,71,14,122,132,184,203
16766.jpg,540,323,14,64,69,604,392
1357.jpg,188,202,14,0,10,188,212
1358.jpg,262,176,14,19,24,281,200
1359.jpg,300,225,14,0,0,300,225
1314.jpg,461,346,14,0,0,461,346
1336.jpg,216,198,14,25,10,241,208
1385.jpg,182,131,14,28,39,210,170
1331.jpg,201,192,14,32,0,233,192
1308.jpg,177,146,14,7,26,184,172
10918.jpg,360,296,14,0,136,360,432
1384.jpg,220,174,14,30,13,250,187
1368.jpg,272,288,14,64,84,336,372
1339.jpg,232,255,14,22,28,254,283
1363.jpg,160,120,14,0,0,160,120
1360.jpg,134,122,14,2,90,136,212
1332.jpg,189,171,14,14,21,203,192
1332.jpg,275,189,14,38,144,313,333
1316.jpg,150,150,14,0,0,150,150
1300.jpg,239,144,14,6,11,245,155
1326.jpg,46,72,14,24,78,70,150
1326.jpg,58,78,14,79,68,137,146
1326.jpg,76,75,14,140,72,216,147
1326.jpg,49,54,14,37,12,86,66
1326.jpg,57,57,14,91,0,148,57
1326.jpg,59,62,14,153,12,212,74
1319.jpg,150,150,14,0,0,150,150
1306.jpg,304,215,14,108,95,412,310
13759.jpg,230,270,14,410,184,640,454
13759.jpg,182,86,14,458,112,640,198
1305.jpg,361,235,14,39,96,400,331
1377.jpg,158,188,14,142,14,300,202
1329.jpg,450,257,14,0,26,450,283
16274.jpg,571,225,14,22,197,593,422
1375.jpg,232,173,14,40,0,272,173
1395.jpg,180,240,14,0,0,180,240
1301.jpg,495,310,14,19,38,514,348
1394.jpg,254,140,14,13,184,267,324
1347.jpg,400,260,14,0,27,400,287
1322.jpg,158,144,14,58,12,216,156
1343.jpg,481,256,14,60,72,541,328
1334.jpg,183,173,14,11,129,194,302
1383.jpg,250,133,14,0,12,250,145
1373.jpg,487,525,14,0,184,487,709
1362.jpg,160,120,14,0,0,160,120
1379.jpg,256,208,14,124,32,380,240
1328.jpg,230,149,14,18,18,248,167
1330.jpg,212,192,14,36,0,248,192
1351.jpg,304,240,14,16,0,320,240
1369.jpg,231,168,14,59,25,290,193
1309.jpg,401,337,14,93,16,494,353
1337.jpg,252,158,14,27,49,279,207
1340.jpg,206,242,14,7,55,213,297
1361.jpg,153,112,14,122,91,275,203
1317.jpg,219,179,14,0,0,219,179
1303.jpg,288,314,14,0,22,288,336
1472.jpg,320,220,15,0,0,320,220
1458.jpg,300,400,15,0,0,300,400
1463.jpg,182,160,15,49,97,231,257
1400.jpg,200,217,15,0,0,200,217
1415.jpg,567,480,15,25,0,592,480
1406.jpg,354,282,15,87,0,441,282
1444.jpg,230,238,15,44,0,274,238
1462.jpg,471,447,15,67,0,538,447
1402.jpg,800,600,15,0,0,800,600
1483.jpg,270,414,15,49,16,319,430
1408.jpg,500,279,15,0,54,500,333
1430.jpg,400,258,15,50,79,450,337
1403.jpg,800,504,15,0,70,800,574
1409.jpg,640,402,15,0,28,640,430
1465.jpg,335,432,15,21,31,356,463
1448.jpg,600,328,15,20,42,620,370
1495.jpg,214,286,15,0,10,214,296
1401.jpg,251,186,15,189,152,440,338
1420.jpg,387,299,15,37,0,424,299
1485.jpg,149,166,15,102,196,251,362
1407.jpg,640,338,15,0,18,640,356
1460.jpg,285,177,15,0,13,285,190
1404.jpg,558,384,15,9,0,567,384
1435.jpg,340,228,15,0,0,340,228
9304.jpg,295,285,15,75,37,370,322
1441.jpg,500,375,15,0,0,500,375
1496.jpg,273,222,15,21,0,294,222
1478.jpg,400,300,15,0,0,400,300
1417.jpg,566,393,15,24,0,590,393
1422.jpg,433,292,15,0,0,433,292
1423.jpg,322,289,15,39,0,361,289
1461.jpg,438,317,15,66,44,504,361
1438.jpg,480,636,15,0,4,480,640
1494.jpg,296,240,15,24,0,320,240
1429.jpg,247,272,15,233,260,480,532
1411.jpg,524,480,15,28,0,552,480
1486.jpg,360,270,15,0,0,360,270
1471.jpg,454,319,15,0,0,454,319
1488.jpg,410,303,15,0,0,410,303
1487.jpg,254,189,15,42,15,296,204
1477.jpg,272,138,15,32,42,304,180
1410.jpg,358,338,15,0,0,358,338
1434.jpg,590,352,15,42,78,632,430
1445.jpg,263,300,15,91,0,354,300
1469.jpg,230,301,15,0,0,230,301
1428.jpg,640,480,15,0,0,640,480
1443.jpg,541,390,15,56,76,597,466
1412.jpg,800,600,15,0,0,800,600
1432.jpg,312,222,15,8,18,320,240
1456.jpg,512,428,15,56,28,568,456
1436.jpg,586,480,15,30,0,616,480
1489.jpg,219,237,15,0,44,219,281
1414.jpg,258,420,15,57,0,315,420
1431.jpg,465,311,15,0,0,465,311
1452.jpg,375,500,15,0,0,375,500
1480.jpg,546,388,15,21,18,567,406
1437.jpg,512,444,15,60,0,572,444
1453.jpg,308,182,15,2,30,310,212
1455.jpg,349,252,15,9,8,358,260
1419.jpg,444,360,15,36,0,480,360
1475.jpg,185,148,15,28,15,213,163
1418.jpg,545,480,15,57,0,602,480
1427.jpg,344,255,15,83,0,427,255
1425.jpg,439,385,15,101,5,540,390
1447.jpg,640,444,15,0,0,640,444
1492.jpg,300,287,15,0,41,300,328
1457.jpg,400,300,15,0,0,400,300
1433.jpg,402,351,15,158,34,560,385
1482.jpg,298,296,15,0,6,298,302
1470.jpg,427,194,15,0,24,427,218
1416.jpg,589,462,15,113,8,702,470
1405.jpg,443,375,15,76,33,519,408
1497.jpg,252,195,15,47,36,299,231
1464.jpg,326,275,15,72,32,398,307
1466.jpg,480,360,15,0,0,480,360
1467.jpg,419,347,15,23,13,442,360
1459.jpg,240,186,15,0,32,240,218
1440.jpg,481,413,15,76,12,557,425
1424.jpg,309,249,15,39,40,348,289
1476.jpg,136,117,15,6,12,142,129
1531.jpg,483,353,16,8,15,491,368
13546.jpg,458,390,16,325,196,783,586
14099.jpg,454,216,16,0,152,454,368
1590.jpg,450,338,16,0,0,450,338
1541.jpg,480,516,16,0,32,480,548
9063.jpg,412,286,16,39,42,451,328
14011.jpg,222,435,16,21,83,243,518
1548.jpg,508,255,16,50,221,558,476
1548.jpg,277,316,16,356,48,633,364
1548.jpg,368,232,16,0,36,368,268
9307.jpg,447,180,16,9,90,456,270
1575.jpg,159,79,16,36,57,195,136
1511.jpg,90,94,16,210,42,300,136
11551.jpg,439,354,16,27,6,466,360
1518.jpg,539,379,16,53,29,592,408
1525.jpg,176,144,16,166,13,342,157
1562.jpg,402,438,16,0,120,402,558
13596.jpg,245,222,16,63,84,308,306
14091.jpg,418,343,16,313,45,731,388
14091.jpg,235,217,16,445,383,680,600
14091.jpg,298,263,16,88,223,386,486
1506.jpg,596,286,16,37,50,633,336
1563.jpg,640,480,16,0,0,640,480
9309.jpg,480,211,16,0,90,480,301
11075.jpg,379,198,16,33,75,412,273
13597.jpg,385,282,16,0,51,385,333
1556.jpg,399,367,16,0,166,399,533
13592.jpg,161,159,16,270,55,431,214
13592.jpg,159,132,16,128,9,287,141
13592.jpg,155,143,16,48,89,203,232
13592.jpg,182,178,16,169,161,351,339
1519.jpg,472,436,16,64,44,536,480
11376.jpg,333,215,16,84,37,417,252
13599.jpg,297,430,16,22,0,319,430
13598.jpg,346,201,16,24,118,370,319
9323.jpg,415,147,16,9,109,424,256
1523.jpg,525,373,16,275,227,800,600
1582.jpg,735,569,16,0,0,735,569
